"Clé","Name (English)","اسم (العربية)","Nom (français)","ISO","Propriétaire (Id)","Propriétaire (Nom)"
"27692899","El Chargui","الشرقي","El Chargui","","3466","Délégation de Kerkenah"
"27692909","El Kantra","القنطرة","El Kantra","","3466","Délégation de Kerkenah"
"27692919","El Kraten","القراطن","El Kraten","","3466","Délégation de Kerkenah"
"27692929","Ouled Kacem","أولاد قاسم","Ouled Kacem","","3466","Délégation de Kerkenah"
"4","Center West","إقليم الوسط الغربي","Centre Ouest","","0","Tunisie"
"41","Governorate of Kairouan","ولاية القيروان","Gouvernorat de Kairouan","TN-41","4","Centre Ouest"
"4151","Delegation of Kairouan Nord","معتمدية  القيروان الشمالية","Délégation de Kairouan Nord","","41","Gouvernorat de Kairouan"
"27692939","Al Ansar","الأنصار","Al Ansar","","4151","Délégation de Kairouan Nord"
"27692949","El Jemâa Nord","الجامع الشمالية","El Jemâa Nord","","4151","Délégation de Kairouan Nord"
"27692959","El Jemâa Sud","الجامع الجنوبية","El Jemâa Sud","","4151","Délégation de Kairouan Nord"
"27692969","Kebilia Nord","القبلية الشمالية","Kebilia Nord","","4151","Délégation de Kairouan Nord"
"27692979","Jeblia Nord","الجبلية الشمالية","Jeblia Nord","","4151","Délégation de Kairouan Nord"
"27692989","Jeblia Sud","الجبلية الجنوبية","Jeblia Sud","","4151","Délégation de Kairouan Nord"
"27692999","El Menchia","المنشية","El Menchia","","4151","Délégation de Kairouan Nord"
"27693009","Al Aghalba","الأغالبة","Al Aghalba","","4151","Délégation de Kairouan Nord"
"27693019","Elbaten","الباطن","Elbaten","","4151","Délégation de Kairouan Nord"
"27693029","Dheraa Ettammar","ذراع التمار","Dheraa Ettammar","","4151","Délégation de Kairouan Nord"
"27693039","El Motabasseta","المتبسطة","El Motabasseta","","4151","Délégation de Kairouan Nord"
"27693049","El Ghabet","الغابات","El Ghabet","","4151","Délégation de Kairouan Nord"
"4152","Delegation of Kairouan Sud","معتمدية  القيروان الجنوبية","Délégation de Kairouan Sud","","41","Gouvernorat de Kairouan"
"27693059","Elmansoura Nord","المنصورة الشمالية","Elmansoura Nord","","4152","Délégation de Kairouan Sud"
"27693069","Elmansoura Sud","المنصورة الجنوبية","Elmansoura Sud","","4152","Délégation de Kairouan Sud"
"27693079","Keblia Sud","القبلية الجنوبية","Keblia Sud","","4152","Délégation de Kairouan Sud"
"27693089","Merguellil","مرق الليل","Merguellil","","4152","Délégation de Kairouan Sud"
"27693099","Rakada","رقادة","Rakada","","4152","Délégation de Kairouan Sud"
"27693109","Zroud","زرود","Zroud","","4152","Délégation de Kairouan Sud"
"27693119","Ettaen","التبان","Ettaen","","4152","Délégation de Kairouan Sud"
"27693129","Ouled Nhar","أولاد نهار","Ouled Nhar","","4152","Délégation de Kairouan Sud"
"27693139","Khazazia","الخزازية","Khazazia","","4152","Délégation de Kairouan Sud"
"27693149","El Makhsouma","المخصومة","El Makhsouma","","4152","Délégation de Kairouan Sud"
"27693159","Nebech","النبش","Nebech","","4152","Délégation de Kairouan Sud"
"27693169","Zâafrana","زعفرانة","Zâafrana","","4152","Délégation de Kairouan Sud"
"27693179","El Khadra","الخضراء","El Khadra","","4152","Délégation de Kairouan Sud"
"27693189","El Hamem","الحمام","El Hamem","","4152","Délégation de Kairouan Sud"
"27693199","Beriket El Argoub","بريكات العرقوب","Beriket El Argoub","","4152","Délégation de Kairouan Sud"
"4153","Delegation of Echebika","معتمدية  الشبيكة","Délégation de Echebika","","41","Gouvernorat de Kairouan"
"27693209","Echbika","الشبيكة","Echbika","","4153","Délégation de Echebika"
"27693219","Jaouaouda","الجواودة","Jaouaouda","","4153","Délégation de Echebika"
"27693229","El Aouamria","العوامرية","El Aouamria","","4153","Délégation de Echebika"
"27693239","Errouisset","الرويسات","Errouisset","","4153","Délégation de Echebika"
"27693249","Abida","عبيدة","Abida","","4153","Délégation de Echebika"
"27693259","Sidi Ali Ben Salem","سيدي علي بن سالم","Sidi Ali Ben Salem","","4153","Délégation de Echebika"
"27693269","Hammed","هماد","Hammed","","4153","Délégation de Echebika"
"27693279","El Karma","الكرمة","El Karma","","4153","Délégation de Echebika"
"4154","Delegation of Sbikha","معتمدية  السبيخة","Délégation de Sbikha","","41","Gouvernorat de Kairouan"
"27693289","Sbikha Centre","السبيخة المركز","Sbikha Centre","","4154","Délégation de Sbikha"
"27693299","Aîn Bou Morra","عين بومرة","Aîn Bou Morra","","4154","Délégation de Sbikha"
"27693309","El Friouet","الفريوات","El Friouet","","4154","Délégation de Sbikha"
"27693319","Sidi Messaoud","سيدي مسعود","Sidi Messaoud","","4154","Délégation de Sbikha"
"27693329","Ed-Dekhila","الدخلية","Ed-Dekhila","","4154","Délégation de Sbikha"
"27693339","Ed-Dheriaat","الدريعات","Ed-Dheriaat","","4154","Délégation de Sbikha"
"27693349","El Gfi","القفي","El Gfi","","4154","Délégation de Sbikha"
"27693359","El Alam","العلم","El Alam","","4154","Délégation de Sbikha"
"27693369","El Katifa","القطيفة","El Katifa","","4154","Délégation de Sbikha"
"27693379","El Aouitha","العويثة","El Aouitha","","4154","Délégation de Sbikha"
"27693389","Sisseb","سيسب","Sisseb","","4154","Délégation de Sbikha"
"27693399","Ech-Chorfa","الشرفة","Ech-Chorfa","","4154","Délégation de Sbikha"
"27693409","Chogafia","الشقافية","Chogafia","","4154","Délégation de Sbikha"
"27693419","Serdiania","سرديانة","Serdiania","","4154","Délégation de Sbikha"
"27693429","Oued El Khraouia","واد الخريوع","Oued El Khraouia","","4154","Délégation de Sbikha"
"4155","Delegation of EL Ouslatia","معتمدية  الوسلاتية","Délégation de EL Ouslatia","","41","Gouvernorat de Kairouan"
"27693439","Mâarouf","معروف","Mâarouf","","4155","Délégation de EL Ouslatia"
"27693449","El Ooueslatia Est","الوسلاتية الشرقية","El Ooueslatia Est","","4155","Délégation de EL Ouslatia"
"27693459","El Ooueslatia Ouest","الوسلاتية الغريبة","El Ooueslatia Ouest","","4155","Délégation de EL Ouslatia"
"27693469","El Menzel","المنزل","El Menzel","","4155","Délégation de EL Ouslatia"
"27693479","Djebel Essarj","جبل السرج","Djebel Essarj","","4155","Délégation de EL Ouslatia"
"27693489","Zaghdoud","زغدود","Zaghdoud","","4155","Délégation de EL Ouslatia"
"27693499","Djebel Oouestat","جبل وسلات","Djebel Oouestat","","4155","Délégation de EL Ouslatia"
"27693509","Djebel Erreihane","جبل الريحان","Djebel Erreihane","","4155","Délégation de EL Ouslatia"
"27693519","Aîn Djeloula","عين جلولة","Aîn Djeloula","","4155","Délégation de EL Ouslatia"
"27693529","Oued El Ksab","وادي القصب","Oued El Ksab","","4155","Délégation de EL Ouslatia"
"27693539","El Behaîr","البحاير","El Behaîr","","4155","Délégation de EL Ouslatia"
"4156","Delegation of Haffouz","معتمدية  حفوز","Délégation de Haffouz","","41","Gouvernorat de Kairouan"
"27693549","Hafouz Centre","حفوز المركز","Hafouz Centre","","4156","Délégation de Haffouz"
"27693559","Khit El Oued","خيط الوادي","Khit El Oued","","4156","Délégation de Haffouz"
"27693569","Oued El Jabbès","وادي الجباس","Oued El Jabbès","","4156","Délégation de Haffouz"
"27693579","El Aîn El Beidha","العين البيضاء","El Aîn El Beidha","","4156","Délégation de Haffouz"
"27693589","El Houfia","الحوفية","El Houfia","","4156","Délégation de Haffouz"
"27693599","Cherichira","الشريشيرة","Cherichira","","4156","Délégation de Haffouz"
"27693609","Traza Sud","طرزة الجنوبية","Traza Sud","","4156","Délégation de Haffouz"
"27693619","Ouled Khalfallah","أولاد خلف اللّه","Ouled Khalfallah","","4156","Délégation de Haffouz"
"4157","Delegation of El Alâa","معتمدية  العلاء","Délégation de El Alâa","","41","Gouvernorat de Kairouan"
"27693629","El Alâa","العلا","El Alâa","","4157","Délégation de El Alâa"
"27693639","EL Messaïd","المساعيد","EL Messaïd","","4157","Délégation de El Alâa"
"27693649","El Guettar","القطار","El Guettar","","4157","Délégation de El Alâa"
"27693659","Messiouta El Hanachir","مسيوتة الهناشير","Messiouta El Hanachir","","4157","Délégation de El Alâa"
"27693669","Messiouta Ennaguaz","مسيوتة النقاز","Messiouta Ennaguaz","","4157","Délégation de El Alâa"
"27693679","Sayada Nord","صيادة الشمالية","Sayada Nord","","4157","Délégation de El Alâa"
"27693689","Sayada Sud","صيادة الجنوبية","Sayada Sud","","4157","Délégation de El Alâa"
"27693699","Ouled Amor","أولاد عمر","Ouled Amor","","4157","Délégation de El Alâa"
"27693709","Tarza Nord","طرزة الشمالية","Tarza Nord","","4157","Délégation de El Alâa"
"4158","Delegation of Hajeb el Ayoun","معتمدية  حاجب العيون","Délégation de Hajeb el Ayoun","","41","Gouvernorat de Kairouan"
"27693719","El Hajeb Centre","الحاجب المركز","El Hajeb Centre","","4158","Délégation de Hajeb el Ayoun"
"27693729","Ahouaz EL Hajeb","أحواز الحاجب","Ahouaz EL Hajeb","","4158","Délégation de Hajeb el Ayoun"
"27693739","Chaouachi","الشواشي","Chaouachi","","4158","Délégation de Hajeb el Ayoun"
"27693749","Esserja","السرجة","Esserja","","4158","Délégation de Hajeb el Ayoun"
"27693759","El Kantra","القنطرة","El Kantra","","4158","Délégation de Hajeb el Ayoun"
"27693769","El Hadaya","الهدايا","El Hadaya","","4158","Délégation de Hajeb el Ayoun"
"27693779","EL Ghouiba","الغويبة","EL Ghouiba","","4158","Délégation de Hajeb el Ayoun"
"27693789","Oued EL Hajel","وادي الحجل","Oued EL Hajel","","4158","Délégation de Hajeb el Ayoun"
"27693799","Errehima","الرحيمة","Errehima","","4158","Délégation de Hajeb el Ayoun"
"4159","Delegation of Nasrallah","معتمدية  نصر الله","Délégation de Nasrallah","","41","Gouvernorat de Kairouan"
"27693809","Nasrallah Centre","نصر اللّه المركز","Nasrallah Centre","","4159","Délégation de Nasrallah"
"27693819","Nasrallah Banlieue","نصر الله الأحواز","Nasrallah Banlieue","","4159","Délégation de Nasrallah"
"27693829","El Hmidet","الحميدات","El Hmidet","","4159","Délégation de Nasrallah"
"27693839","El Fejij","الفجيج","El Fejij","","4159","Délégation de Nasrallah"
"27693849","Ettouila","الطويلة","Ettouila","","4159","Délégation de Nasrallah"
"27693859","El Manara","المنارة","El Manara","","4159","Délégation de Nasrallah"
"27693869","El Kabbara","الكبارة","El Kabbara","","4159","Délégation de Nasrallah"
"27693879","EL Briket","البريكات","EL Briket","","4159","Délégation de Nasrallah"
"4160","Delegation of Echrarda","معتمدية  الشراردة","Délégation de Echrarda","","41","Gouvernorat de Kairouan"
"27693889","Echrarda","الشراردة","Echrarda","","4160","Délégation de Echrarda"
"27693899","Bir El Helou","بئر الحلو","Bir El Helou","","4160","Délégation de Echrarda"
"27693909","Ouled Farjallah Sud","أولاد فرج اللّه الجنوبية","Ouled Farjallah Sud","","4160","Délégation de Echrarda"
"27693919","Cheraitia Sud","الشرائطية الجنوبية","Cheraitia Sud","","4160","Délégation de Echrarda"
"27693929","El Ksour","القصور","El Ksour","","4160","Délégation de Echrarda"
"4161","Delegation of Bouhajla","معتمدية  بوحجلة","Délégation de Bouhajla","","41","Gouvernorat de Kairouan"
"27693939","Bouhajla Centre","بوحجلة المركز","Bouhajla Centre","","4161","Délégation de Bouhajla"
"27693949","Bouhajla El Ahouez","بوحجلة الأحواز","Bouhajla El Ahouez","","4161","Délégation de Bouhajla"
"27693959","Jehina Sud","جهينة الجنوبية","Jehina Sud","","4161","Délégation de Bouhajla"
"27693969","Jehina Nord","جهينة الشمالية","Jehina Nord","","4161","Délégation de Bouhajla"
"27693979","El Ketitir","القطيطير","El Ketitir","","4161","Délégation de Bouhajla"
"27693989","Ouled Achour","أولاد عاشور","Ouled Achour","","4161","Délégation de Bouhajla"
"27693999","El Fatah","الفتح","El Fatah","","4161","Délégation de Bouhajla"
"27694009","Ouled Fardjallah Nord","أولاد فرج اللّه الشمالية","Ouled Fardjallah Nord","","4161","Délégation de Bouhajla"
"27694019","Ennasr","النصر","Ennasr","","4161","Délégation de Bouhajla"
"27694029","Bir Msikine","بئر مسكين","Bir Msikine","","4161","Délégation de Bouhajla"
"27694039","El Mouisset","المويسات","El Mouisset","","4161","Délégation de Bouhajla"
"27694049","Bir Bousari","بئر بوساري","Bir Bousari","","4161","Délégation de Bouhajla"
"27694059","Cheraitia Nord","الشرايطية الشمالية","Cheraitia Nord","","4161","Délégation de Bouhajla"
"27694069","Chouamekh","الشوامخ","Chouamekh","","4161","Délégation de Bouhajla"
"42","Governorate of Kasserine","ولاية القصرين","Gouvernorat de Kasserine","TN-42","4","Centre Ouest"
"4253","Delegation of Ezzouhour","معتمدية  الزهور","Délégation de Ezzouhour","","42","Gouvernorat de Kasserine"
"27694199","Ezzouhour Est(1)","الزهور الشرقي (1)","Ezzouhour Est(1)","","4253","Délégation de Ezzouhour"
"27694209","Ezzouhour Est (2)","الزهور الشرقي (2)","Ezzouhour Est (2)","","4253","Délégation de Ezzouhour"
"27694219","Ezzouhour Ouest (1)","الزهور الغربي (1)","Ezzouhour Ouest (1)","","4253","Délégation de Ezzouhour"
"27694229","Ezzouhour Ouest (2)","الزهور الغربي (2)","Ezzouhour Ouest (2)","","4253","Délégation de Ezzouhour"
"27694239","Ezzouhour Ouest (3)","الزهور الغربي (3)","Ezzouhour Ouest (3)","","4253","Délégation de Ezzouhour"
"27694249","Ezzouhour Ouest (4)","الزهور الغربي (4)","Ezzouhour Ouest (4)","","4253","Délégation de Ezzouhour"
"4251","Delegation of Kasserine Nord","معتمدية  القصرين الشمالية","Délégation de Kasserine Nord","","42","Gouvernorat de Kasserine"
"27694079","Ennour Est","النور الشرقي","Ennour Est","","4251","Délégation de Kasserine Nord"
"27694089","Ennour Ouest","النور الغربي","Ennour Ouest","","4251","Délégation de Kasserine Nord"
"27694099","EL Bassatine","البساتين","EL Bassatine","","4251","Délégation de Kasserine Nord"
"27694109","EL Khadhra","الخضراء","EL Khadhra","","4251","Délégation de Kasserine Nord"
"27694119","El Arich","العريش","El Arich","","4251","Délégation de Kasserine Nord"
"27694129","Boulâaba","بولعابة","Boulâaba","","4251","Délégation de Kasserine Nord"
"4252","Delegation of Kasserine Sud","معتمدية  القصرين الجنوبية","Délégation de Kasserine Sud","","42","Gouvernorat de Kasserine"
"27694139","El Aouija","العويجة","El Aouija","","4252","Délégation de Kasserine Sud"
