"Clé","Name (English)","اسم (العربية)","Nom (français)","ISO","Propriétaire (Id)","Propriétaire (Nom)"
"27690329","Moknine Est","المكنين الشرقية","Moknine Est","","3258","Délégation de Moknine"
"27690339","Moknine Sud","المكنين القبلية","Moknine Sud","","3258","Délégation de Moknine"
"27690349","Moknine Nord","المكنين الجوفية","Moknine Nord","","3258","Délégation de Moknine"
"27690359","Ras El Ouad","رأس الوادي","Ras El Ouad","","3258","Délégation de Moknine"
"27690369","Moknine Ouest","المكنين الغربية","Moknine Ouest","","3258","Délégation de Moknine"
"27690379","Khéredine","خير الدين","Khéredine","","3258","Délégation de Moknine"
"27690389","Sidi Bennour","سيدي بنور","Sidi Bennour","","3258","Délégation de Moknine"
"27690399","Menzel Farsi","منزل فارسي","Menzel Farsi","","3258","Délégation de Moknine"
"27690409","Chérahil","الشراحيل","Chérahil","","3258","Délégation de Moknine"
"27690419","Amiret El Fehoul","عميرة الفحول","Amiret El Fehoul","","3258","Délégation de Moknine"
"27690429","Amiret El Hojjaj","عميرة الحجاج","Amiret El Hojjaj","","3258","Délégation de Moknine"
"27690439","Amiret Touazra","عميرة التوازرة","Amiret Touazra","","3258","Délégation de Moknine"
"27690449","Amiret Touazra Sud","عميرة التوزارةالجنوبية","Amiret Touazra Sud","","3258","Délégation de Moknine"
"3259","Delegation of Bekalta","معتمدية  البقالطة","Délégation de Bekalta","","32","Gouvernorat de Monastir"
"27690459","Bekalta Nord","البقالطة الشمالية","Bekalta Nord","","3259","Délégation de Bekalta"
"27690469","Beklta Sud","البقالطة الجنوبية","Beklta Sud","","3259","Délégation de Bekalta"
"27690479","El Baghdadi","البغدادي","El Baghdadi","","3259","Délégation de Bekalta"
"27690489","El Bekalta Echarkya","البقالطة الشرقية","El Bekalta Echarkya","","3259","Délégation de Bekalta"
"3260","Delegation of Teboulba","معتمدية  طبلبة","Délégation de Teboulba","","32","Gouvernorat de Monastir"
"27690499","Houmet Essouk","حومة السوق","Houmet Essouk","","3260","Délégation de Teboulba"
"27690509","El Fadhline","الفضلين","El Fadhline","","3260","Délégation de Teboulba"
"27690519","El Aïaïcha","العيايشة","El Aïaïcha","","3260","Délégation de Teboulba"
"27690529","Sokrine","السكرين","Sokrine","","3260","Délégation de Teboulba"
"27690539","Bou-driss","بودريس","Bou-driss","","3260","Délégation de Teboulba"
"3261","Delegation of Ksar Helal","معتمدية  قصر هلال","Délégation de Ksar Helal","","32","Gouvernorat de Monastir"
"27690549","Ayed","عياد","Ayed","","3261","Délégation de Ksar Helal"
"27690559","Soua","صوة","Soua","","3261","Délégation de Ksar Helal"
"27690569","Bouzouita","بوزويتة","Bouzouita","","3261","Délégation de Ksar Helal"
"27690579","Cité Erriadh","حي الرياض","Cité Erriadh","","3261","Délégation de Ksar Helal"
"3262","Delegation of Ksibet El Mediouni","معتمدية  قصيبة المديوني","Délégation de Ksibet El Mediouni","","32","Gouvernorat de Monastir"
"27690589","Ksibet El Mediouni","قصيبةالمديوني","Ksibet El Mediouni","","3262","Délégation de Ksibet El Mediouni"
"27690599","Touza","طوزة","Touza","","3262","Délégation de Ksibet El Mediouni"
"27690609","Benen Sud","بنان القبلية","Benen Sud","","3262","Délégation de Ksibet El Mediouni"
"27690619","Benen Nord","بنان الجوفية","Benen Nord","","3262","Délégation de Ksibet El Mediouni"
"27690629","Bodher","بوضر","Bodher","","3262","Délégation de Ksibet El Mediouni"
"3263","Delegation of Sayada-Lamta Bou-Hjar","معتمدية  صيادة - لمطة - بوحجر","Délégation de Sayada-Lamta Bou-Hjar","","32","Gouvernorat de Monastir"
"27690639","Sayada Est","صيادة الشرقية","Sayada Est","","3263","Délégation de Sayada-Lamta Bou-Hjar"
"27690649","Sayada Ouest","صيادة الغربية","Sayada Ouest","","3263","Délégation de Sayada-Lamta Bou-Hjar"
"27690659","Lamta","لمطة","Lamta","","3263","Délégation de Sayada-Lamta Bou-Hjar"
"27690669","Bou-hjar","بوحجر","Bou-hjar","","3263","Délégation de Sayada-Lamta Bou-Hjar"
"33","Governorate of Mahdia","ولاية المهدية","Gouvernorat de Mahdia","TN-53","3","Centre Est"
"3351","Delegation of Mahdia","معتمدية  المهدية","Délégation de Mahdia","","33","Gouvernorat de Mahdia"
"27690679","Mahdia","المهدية","Mahdia","","3351","Délégation de Mahdia"
"27690689","Zouila","زويلة","Zouila","","3351","Délégation de Mahdia"
"27690699","Zouila Sud","زويلة الجنوبية","Zouila Sud","","3351","Délégation de Mahdia"
"27690709","Rejiche","رجيش","Rejiche","","3351","Délégation de Mahdia"
"27690719","Réjiche Sud","رجيش الجنوبية","Réjiche Sud","","3351","Délégation de Mahdia"
"27690729","Chiba","شيبة","Chiba","","3351","Délégation de Mahdia"
"27690739","Es-Sâad","السعد","Es-Sâad","","3351","Délégation de Mahdia"
"27690749","Jaouaouda","الجواودة","Jaouaouda","","3351","Délégation de Mahdia"
"27690759","Ez-Zahra","الزهراء","Ez-Zahra","","3351","Délégation de Mahdia"
"27690769","Zegana","الزقانة","Zegana","","3351","Délégation de Mahdia"
"27690779","Hiboun","هيبون","Hiboun","","3351","Délégation de Mahdia"
"27690789","Er-Remal","الرمل","Er-Remal","","3351","Délégation de Mahdia"
"27690799","El Hekaima Est","الحكايمة الشرقية","El Hekaima Est","","3351","Délégation de Mahdia"
"27690809","Hekaima Ouest","الحكايمة الغربية","Hekaima Ouest","","3351","Délégation de Mahdia"
"3352","Delegation of Bou Merdès","معتمدية  بومرداس","Délégation de Bou Merdès","","33","Gouvernorat de Mahdia"
"27690819","Bou Merdes","بومرداس","Bou Merdes","","3352","Délégation de Bou Merdès"
"27690829","El Houes","الحوس","El Houes","","3352","Délégation de Bou Merdès"
"27690839","Kerker","كركر","Kerker","","3352","Délégation de Bou Merdès"
"27690849","Zerata","الزراطة","Zerata","","3352","Délégation de Bou Merdès"
"27690859","Er-Rouadhi","الرواضي","Er-Rouadhi","","3352","Délégation de Bou Merdès"
"27690869","Ech-Chouariaa","الشوارعية","Ech-Chouariaa","","3352","Délégation de Bou Merdès"
"27690879","Bouhlale El Ali Sud","بوهلال العلي القبلية","Bouhlale El Ali Sud","","3352","Délégation de Bou Merdès"
"27690889","Bouhlale El Ali Nord","بوهلال العلي الجوفية","Bouhlale El Ali Nord","","3352","Délégation de Bou Merdès"
"27690899","Menzel Hamza","منزل حمزة","Menzel Hamza","","3352","Délégation de Bou Merdès"
"3353","Delegation of Ouled Chamekh","معتمدية  أولاد شامخ","Délégation de Ouled Chamekh","","33","Gouvernorat de Mahdia"
"27690909","Ouled Chamekh Sud","أولاد الشامخ الجنوبية","Ouled Chamekh Sud","","3353","Délégation de Ouled Chamekh"
"27690919","Ouled Chamekh Nord","أولاد الشامخ الشمالية","Ouled Chamekh Nord","","3353","Délégation de Ouled Chamekh"
"27690929","Ouled Amor","أولاد عمر","Ouled Amor","","3353","Délégation de Ouled Chamekh"
"27690939","Chehimet Nord","الشحيمات الشمالية","Chehimet Nord","","3353","Délégation de Ouled Chamekh"
"27690949","El Ajilet","العجيلات","El Ajilet","","3353","Délégation de Ouled Chamekh"
"27690959","Es-Somra","السمرة","Es-Somra","","3353","Délégation de Ouled Chamekh"
"27690969","Bou Slim","بوسليم","Bou Slim","","3353","Délégation de Ouled Chamekh"
"27690979","Meharza Nord","المحارزة الشمالية","Meharza Nord","","3353","Délégation de Ouled Chamekh"
"3354","Delegation of Chorbane","معتمدية  شربان","Délégation de Chorbane","","33","Gouvernorat de Mahdia"
"27690989","Chorbane","شربان","Chorbane","","3354","Délégation de Chorbane"
"27690999","El Mâati","المعاطي","El Mâati","","3354","Délégation de Chorbane"
"27691009","Ech-Chahda Sud","الشحدة القبلية","Ech-Chahda Sud","","3354","Délégation de Chorbane"
"27691019","Ech-Chahda Est","الشحدة الشرقية","Ech-Chahda Est","","3354","Délégation de Chorbane"
"27691029","El Gouacem Ouest","القواسم الغربية","El Gouacem Ouest","","3354","Délégation de Chorbane"
"27691039","El Gouacem Est","القواسم الشرقية","El Gouacem Est","","3354","Délégation de Chorbane"
"27691049","Ech- Charaf","الشرف","Ech- Charaf","","3354","Délégation de Chorbane"
"27691059","El Gradha Ouest","القرادحة الغربية","El Gradha Ouest","","3354","Délégation de Chorbane"
"27691069","El Gradha Est","القرادحةالشرقية","El Gradha Est","","3354","Délégation de Chorbane"
"27691079","Ouled El Hannachi","أولاد الحناشي","Ouled El Hannachi","","3354","Délégation de Chorbane"
"3355","Delegation of Hebira","معتمدية  هبيرة","Délégation de Hebira","","33","Gouvernorat de Mahdia"
"27691089","Hebira","هبيرة","Hebira","","3355","Délégation de Hebira"
"27691099","Menzel Hached","منزل حشاد","Menzel Hached","","3355","Délégation de Hebira"
"27691109","Regaïgua","الرقايقة","Regaïgua","","3355","Délégation de Hebira"
"27691119","Ech-Chahda Ouest","الشحدة الغربية","Ech-Chahda Ouest","","3355","Délégation de Hebira"
"27691129","El Maherza Sud","المحارزة الجنوبية","El Maherza Sud","","3355","Délégation de Hebira"
"3356","Delegation of Essouassi","معتمدية  السواسي","Délégation de Essouassi","","33","Gouvernorat de Mahdia"
"27691139","Essouassi","السواسي","Essouassi","","3356","Délégation de Essouassi"
"27691149","Es-Saïda","السيدة","Es-Saïda","","3356","Délégation de Essouassi"
"27691159","Sidi Naceur","سيدي الناصر","Sidi Naceur","","3356","Délégation de Essouassi"
"27691169","Sidi Zid","سيدي زيد","Sidi Zid","","3356","Délégation de Essouassi"
"27691179","Bou Helal","بوهلال","Bou Helal","","3356","Délégation de Essouassi"
"27691189","Cherichira","الشريشيرة","Cherichira","","3356","Délégation de Essouassi"
"27691199","El Kesasba","الكساسبة","El Kesasba","","3356","Délégation de Essouassi"
"27691209","Ez-Zairat","الزعيرات","Ez-Zairat","","3356","Délégation de Essouassi"
"27691219","Ouled Moulahem Nord","أولاد مولاهم الشمالية","Ouled Moulahem Nord","","3356","Délégation de Essouassi"
"27691229","Ouled Moulahem Ouest","أولاد مولاهم الغربية","Ouled Moulahem Ouest","","3356","Délégation de Essouassi"
"27691239","Ech-Chahimet sud","الشحيمات القبلية","Ech-Chahimet sud","","3356","Délégation de Essouassi"
"3357","Delegation of El Djem","معتمدية  الجم","Délégation de El Djem","","33","Gouvernorat de Mahdia"
"27691249","Es-Zaouia","الزاوية","Es-Zaouia","","3357","Délégation de El Djem"
"27691259","El Mourabitine","المرابطين","El Mourabitine","","3357","Délégation de El Djem"
"27691269","Riadh Bou Helal","رياض بوهلال","Riadh Bou Helal","","3357","Délégation de El Djem"
"27691279","El Aïtha","العيثة","El Aïtha","","3357","Délégation de El Djem"
"27691289","El Mechalet","المشالات","El Mechalet","","3357","Délégation de El Djem"
"27691299","Zeghabna","الزغابنة","Zeghabna","","3357","Délégation de El Djem"
"27691309","Touahria","الطواهرية","Touahria","","3357","Délégation de El Djem"
"27691319","EL Ababsa","العبابسة","EL Ababsa","","3357","Délégation de El Djem"
"27691329","Talalsa","التلالسة","Talalsa","","3357","Délégation de El Djem"
"27691339","El Achaba","العشابة","El Achaba","","3357","Délégation de El Djem"
"3358","Delegation of Chebba","معتمدية  الشابة","Délégation de Chebba","","33","Gouvernorat de Mahdia"
"27691349","Chebba Nord","الشابة الشمالية","Chebba Nord","","3358","Délégation de Chebba"
"27691359","Chebba Sud","الشابة الجنوبية","Chebba Sud","","3358","Délégation de Chebba"
"27691369","Es-Sâafet","السعفات","Es-Sâafet","","3358","Délégation de Chebba"
"3359","Delegation of Melloulech","معتمدية  ملوش","Délégation de Melloulech","","33","Gouvernorat de Mahdia"
"27691379","Melloulech","ملولش","Melloulech","","3359","Délégation de Melloulech"
"27691389","El Aïtha","العيثة","El Aïtha","","3359","Délégation de Melloulech"
"27691399","El Mansoura","المنصورة","El Mansoura","","3359","Délégation de Melloulech"
"27691409","Ben Hssine","بن حسين","Ben Hssine","","3359","Délégation de Melloulech"
"27691419","Sidi Abdellaziz","سيدي عبد العزيز","Sidi Abdellaziz","","3359","Délégation de Melloulech"
"3360","Delegation of Sidi Alouane","معتمدية  سيدي علوان","Délégation de Sidi Alouane","","33","Gouvernorat de Mahdia"
"27691429","Sidi Alouane Ouest","سيدي علوان الغربية","Sidi Alouane Ouest","","3360","Délégation de Sidi Alouane"
"27691439","Sidi Alouane Est","سيدي علوان الشرقية","Sidi Alouane Est","","3360","Délégation de Sidi Alouane"
"27691449","Zorda","زردة","Zorda","","3360","Délégation de Sidi Alouane"
"27691459","Sakiet EL Khadem","ساقيةالخادم","Sakiet EL Khadem","","3360","Délégation de Sidi Alouane"
"27691469","El Bassatine","البساتين","El Bassatine","","3360","Délégation de Sidi Alouane"
"27691479","Oued Béja Nord","وادي باجة الشمالية","Oued Béja Nord","","3360","Délégation de Sidi Alouane"
"27691489","Oued Béja Sud","وادي باجة الجنوبية","Oued Béja Sud","","3360","Délégation de Sidi Alouane"
"27691499","Zalba Est","زالبة الشرقية","Zalba Est","","3360","Délégation de Sidi Alouane"
"27691509","Zalba Ouest","زالبة الغربية","Zalba Ouest","","3360","Délégation de Sidi Alouane"
"27691519","En-Nozha","النزهة","En-Nozha","","3360","Délégation de Sidi Alouane"
"27691529","Oued Guellat","وادي قلات","Oued Guellat","","3360","Délégation de Sidi Alouane"
"27691539","Es- Sâada","السعادة","Es- Sâada","","3360","Délégation de Sidi Alouane"
"3361","Delegation of Ksour Essef","معتمدية  قصور الساف","Délégation de Ksour Essef","","33","Gouvernorat de Mahdia"
"27691549","El Ksar","القصر","El Ksar","","3361","Délégation de Ksour Essef"
"27691559","Ksour Essaf Riadh","قصور الساف الرياض","Ksour Essaf Riadh","","3361","Délégation de Ksour Essef"
"27691569","El Ktanine","القطاتين","El Ktanine","","3361","Délégation de Ksour Essef"
"27691579","Ksour Essaf Ettakaddoum","قصور الساف التقدم","Ksour Essaf Ettakaddoum","","3361","Délégation de Ksour Essef"
"27691589","Salakta","سلقطة","Salakta","","3361","Délégation de Ksour Essef"
"27691599","Ghedabna","الغضابنة","Ghedabna","","3361","Délégation de Ksour Essef"
"27691609","Ouled Salah","أولاد صالح","Ouled Salah","","3361","Délégation de Ksour Essef"
"27691619","Sidi Assaker Ouest","سيدي عساكر الغربية","Sidi Assaker Ouest","","3361","Délégation de Ksour Essef"
"27691629","Recharcha","الرشارشة","Recharcha","","3361","Délégation de Ksour Essef"
"27691639","EL Hessinet","الحسينات","EL Hessinet","","3361","Délégation de Ksour Essef"
"27691649","El Bradâa Sud","البرادعة الجنوبية","El Bradâa Sud","","3361","Délégation de Ksour Essef"
"27691659","El Bradâa Nord","البرادعة الشمالية","El Bradâa Nord","","3361","Délégation de Ksour Essef"
"34","Governorate of Sfax","ولاية صفاقس","Gouvernorat de Sfax","TN-61","3","Centre Est"
"3451","Delegation of Sfax Ville","معتمدية  صفاقس المدينة","Délégation de Sfax Ville","","34","Gouvernorat de Sfax"
"27691669","La Medina","المدينة","La Medina","","3451","Délégation de Sfax Ville"
"27691679","Bab El Bhar","باب البحر","Bab El Bhar","","3451","Délégation de Sfax Ville"
"27691689","Cité El Kairi","الحي الخيري","Cité El Kairi","","3451","Délégation de Sfax Ville"
"27691699","El Bassatine","البساتين","El Bassatine","","3451","Délégation de Sfax Ville"
"27691709","Er-Rbadh","الربض","Er-Rbadh","","3451","Délégation de Sfax Ville"
"27691719","15-nov.","15 نوفمبر","15-nov.","","3451","Délégation de Sfax Ville"
"27691729","Aïn Chaikh Rouhou","عين شيخ روحو","Aïn Chaikh Rouhou","","3451","Délégation de Sfax Ville"
"27691739","Cité Ettaouidhi","حي التعويضي","Cité Ettaouidhi","","3451","Délégation de Sfax Ville"
"27691749","Merkez Kaddour","مركز قدور","Merkez Kaddour","","3451","Délégation de Sfax Ville"
"27691759","Merkez El Pacha","مركز الباشا","Merkez El Pacha","","3451","Délégation de Sfax Ville"
"27691769","Sidi Abbès","سيدي عباس","Sidi Abbès","","3451","Délégation de Sfax Ville"
"27691779","Mohamed Ali","محمد علي","Mohamed Ali","","3451","Délégation de Sfax Ville"
"3452","Delegation of Sfax Ouest","معتمدية  صفاقس الغربية","Délégation de Sfax Ouest","","34","Gouvernorat de Sfax"
"27691789","Merkez Chaker","مركز شاكر","Merkez Chaker","","3452","Délégation de Sfax Ouest"
"27691799","Cité El Habib","حي الحبيب","Cité El Habib","","3452","Délégation de Sfax Ouest"
"27691809","Soukra","سكرة","Soukra","","3452","Délégation de Sfax Ouest"
"27691819","El Alia","العالية","El Alia","","3452","Délégation de Sfax Ouest"
"27691829","Oued Er-Rmel","وادي الرمل","Oued Er-Rmel","","3452","Délégation de Sfax Ouest"
"27691839","El Houda","الهدى","El Houda","","3452","Délégation de Sfax Ouest"
"27691849","Cité EL Bahri","حي البحري","Cité EL Bahri","","3452","Délégation de Sfax Ouest"
"3453","Delegation of Sakiet Ezzit","معتمدية  ساقية الزيت","Délégation de Sakiet Ezzit","","34","Gouvernorat de Sfax"
"27691859","Sakiet Ezzit","ساقية الزيت","Sakiet Ezzit","","3453","Délégation de Sakiet Ezzit"
"27691869","Merkez Bouassida","مركز بوعصيدة","Merkez Bouassida","","3453","Délégation de Sakiet Ezzit"
"27691879","Es-Sedra","السدرة","Es-Sedra","","3453","Délégation de Sakiet Ezzit"
"27691889","Chihia","الشيحية","Chihia","","3453","Délégation de Sakiet Ezzit"
"27691899","Teniour","تنيور","Teniour","","3453","Délégation de Sakiet Ezzit"
"27691909","Sidi Salah","سيدي صالح","Sidi Salah","","3453","Délégation de Sakiet Ezzit"
"27691919","El ons","الأنس","El ons","","3453","Délégation de Sakiet Ezzit"
"3454","Delegation of Sakiet Eddaïer","معتمدية  ساقية الدائر","Délégation de Sakiet Eddaïer","","34","Gouvernorat de Sfax"
"27691929","Sakiet Eddaier","ساقية الدائر","Sakiet Eddaier","","3454","Délégation de Sakiet Eddaïer"
"27691939","Khiria","الخيرية","Khiria","","3454","Délégation de Sakiet Eddaïer"
"27691949","Merkez Es-Sebaï","مركز السبعي","Merkez Es-Sebaï","","3454","Délégation de Sakiet Eddaïer"
"27691959","Bedarna","البدارنة","Bedarna","","3454","Délégation de Sakiet Eddaïer"
"27691969","Sidi Mansour","سيدي منصور","Sidi Mansour","","3454","Délégation de Sakiet Eddaïer"
"27691979","Cité Bourguiba","حي بورقيبة","Cité Bourguiba","","3454","Délégation de Sakiet Eddaïer"
"27691989","Saltnia","السلطينة","Saltnia","","3454","Délégation de Sakiet Eddaïer"
"27691999","Merkez Kâaniche","مركز كعنيش","Merkez Kâaniche","","3454","Délégation de Sakiet Eddaïer"
"3455","Delegation of Sfax Sud","معتمدية  صفاقس الجنوبية","Délégation de Sfax Sud","","34","Gouvernorat de Sfax"
"27692009","El Aïn","العين","El Aïn","","3455","Délégation de Sfax Sud"
"27692019","Gremda","قرمدة","Gremda","","3455","Délégation de Sfax Sud"
"27692029","Bouzaïane","بوزيان","Bouzaïane","","3455","Délégation de Sfax Sud"
"27692039","El Afrane Nord","الأفران الشمالية","El Afrane Nord","","3455","Délégation de Sfax Sud"
"27692049","Khazanet","الخزانات","Khazanet","","3455","Délégation de Sfax Sud"
"27692059","El Aouabed","العوابد","El Aouabed","","3455","Délégation de Sfax Sud"
"27692069","Ayoun El Mayel","عيون المايل","Ayoun El Mayel","","3455","Délégation de Sfax Sud"
"3456","Delegation of Tina","معتمدية  طينة","Délégation de Tina","","34","Gouvernorat de Sfax"
"27692079","Tina","طينة","Tina","","3456","Délégation de Tina"
"27692089","Sidi Abid","سيد عبيد","Sidi Abid","","3456","Délégation de Tina"
"27692099","El Hajeb","الحاجب","El Hajeb","","3456","Délégation de Tina"
"3457","Delegation of Agareb","معتمدية  عقارب","Délégation de Agareb","","34","Gouvernorat de Sfax"
"27692109","Agareb","عقارب","Agareb","","3457","Délégation de Agareb"
"27692119","Gargour","قرقور","Gargour","","3457","Délégation de Agareb"
"27692129","Bouledhieb","بولذياب","Bouledhieb","","3457","Délégation de Agareb"
"27692139","El Mahrouka","المحروقة","El Mahrouka","","3457","Délégation de Agareb"
"27692149","Ettorba","التربة","Ettorba","","3457","Délégation de Agareb"
"27692159","Ben Sahloun","بن سهلون","Ben Sahloun","","3457","Délégation de Agareb"
"27692169","Zeliana","زلبانة","Zeliana","","3457","Délégation de Agareb"
"27692179","Es-Soghar","الصغار","Es-Soghar","","3457","Délégation de Agareb"
"3458","Delegation of Djebeniana","معتمدية  جبنيانة","Délégation de Djebeniana","","34","Gouvernorat de Sfax"
"27692189","Djebeniana","جبنيانة","Djebeniana","","3458","Délégation de Djebeniana"
"27692199","Batria","بطرية","Batria","","3458","Délégation de Djebeniana"
"27692209","Baltech","بلتش","Baltech","","3458","Délégation de Djebeniana"
"27692219","Hazeg","حزق","Hazeg","","3458","Délégation de Djebeniana"
"27692229","EL Kalelja","القلالجة","EL Kalelja","","3458","Délégation de Djebeniana"
"27692239","El Ajengna","العجانقة","El Ajengna","","3458","Délégation de Djebeniana"
"27692249","El Louza","اللوزة","El Louza","","3458","Délégation de Djebeniana"
"27692259","El Houdh","الحوض","El Houdh","","3458","Délégation de Djebeniana"
"3459","Delegation of El Amra","معتمدية  العامرة","Délégation de El Amra","","34","Gouvernorat de Sfax"
"27692269","El Amra","العامرة","El Amra","","3459","Délégation de El Amra"
"27692279","Beliana","بليانة","Beliana","","3459","Délégation de El Amra"
"27692289","El Mesatria","المسائرية","El Mesatria","","3459","Délégation de El Amra"
"27692299","Es Salam","السلام","Es Salam","","3459","Délégation de El Amra"
"27692309","Dherra Beni Ziad","ذراع بن زياد","Dherra Beni Ziad","","3459","Délégation de El Amra"
"27692319","Bou Derbala","بودربالة","Bou Derbala","","3459","Délégation de El Amra"
"3460","Delegation of El Hencha","معتمدية  الحنشة","Délégation de El Hencha","","34","Gouvernorat de Sfax"
"27692329","El Hencha","الحنشة","El Hencha","","3460","Délégation de El Hencha"
"27692339","En-Nasr","النصر","En-Nasr","","3460","Délégation de El Hencha"
"27692349","Sidi Hassen Belhaj","سيدي حسن بالحاج","Sidi Hassen Belhaj","","3460","Délégation de El Hencha"
"27692359","Dokhane","دخان","Dokhane","","3460","Délégation de El Hencha"
"27692369","Bir Chaaba","بئر الشعبة","Bir Chaaba","","3460","Délégation de El Hencha"
"27692379","Merkez Mosbah","مركز مصباح","Merkez Mosbah","","3460","Délégation de El Hencha"
"27692389","Bir Salah","بئر صالح","Bir Salah","","3460","Délégation de El Hencha"
"27692399","El Hajjara","الحجارة","El Hajjara","","3460","Délégation de El Hencha"
"27692409","Jouaouda","الجواودة","Jouaouda","","3460","Délégation de El Hencha"
"3461","Delegation of Menzel Chaker","معتمدية  منزل شاكر","Délégation de Menzel Chaker","","34","Gouvernorat de Sfax"
"27692419","Menzel Chaker","منزل شاكر","Menzel Chaker","","3461","Délégation de Menzel Chaker"
"27692429","Bou Jarboue","بوجوبوع","Bou Jarboue","","3461","Délégation de Menzel Chaker"
"27692439","Majel Edarj","ماجل الدرج","Majel Edarj","","3461","Délégation de Menzel Chaker"
"27692449","Bir Mellouli","بئر الملولي","Bir Mellouli","","3461","Délégation de Menzel Chaker"
"27692459","Bechka","بشكة","Bechka","","3461","Délégation de Menzel Chaker"
"27692469","Bou-Thadi","بوثدي","Bou-Thadi","","3461","Délégation de Menzel Chaker"
"27692479","El Bokâa El Bidha","البقعة البيضاء","El Bokâa El Bidha","","3461","Délégation de Menzel Chaker"
"27692489","El Aouadhna","العوادنة","El Aouadhna","","3461","Délégation de Menzel Chaker"
"27692499","Telil El Ajla","تليل العجلة","Telil El Ajla","","3461","Délégation de Menzel Chaker"
"27692509","El Achech","الأعشاش","El Achech","","3461","Délégation de Menzel Chaker"
"27692519","El Hadj Kacem","الحاج قاسم","El Hadj Kacem","","3461","Délégation de Menzel Chaker"
"27692529","Chaleb","شعلاب","Chaleb","","3461","Délégation de Menzel Chaker"
"3462","Delegation of Ghraiba","معتمدية  الغريبة","Délégation de Ghraiba","","34","Gouvernorat de Sfax"
"27692539","EL Ghraiba","الغريبة","EL Ghraiba","","3462","Délégation de Ghraiba"
"27692549","El Manar","المنار","El Manar","","3462","Délégation de Ghraiba"
"27692559","El Hchichina Sud","الحشيشينة الجنوبية","El Hchichina Sud","","3462","Délégation de Ghraiba"
"27692569","Hchichina Nord","الحشيشينة الشمالية","Hchichina Nord","","3462","Délégation de Ghraiba"
"27692579","El Châal","الشعال","El Châal","","3462","Délégation de Ghraiba"
"3463","Delegation of Bir ali Ben Kelifa","معتمدية  بئر علي بن خليفة","Délégation de Bir ali Ben Kelifa","","34","Gouvernorat de Sfax"
"27692589","Bir Ali Ben Khelifa","بئر علي بن خليفة","Bir Ali Ben Khelifa","","3463","Délégation de Bir ali Ben Kelifa"
"27692599","Sidi Dhaher","سيدي ظاهر","Sidi Dhaher","","3463","Délégation de Bir ali Ben Kelifa"
"27692609","Sidi Ali Belabed","سيدي علي بالعابد","Sidi Ali Belabed","","3463","Délégation de Bir ali Ben Kelifa"
"27692619","Bou Slim","بوسليم","Bou Slim","","3463","Délégation de Bir ali Ben Kelifa"
"27692629","El Abraj","الأبراج","El Abraj","","3463","Délégation de Bir ali Ben Kelifa"
"27692639","Sdiret Sud","السديرات الجنوبية","Sdiret Sud","","3463","Délégation de Bir ali Ben Kelifa"
"27692649","Sdiret Nord","السديرات الشمالية","Sdiret Nord","","3463","Délégation de Bir ali Ben Kelifa"
"27692659","El Gandoul","القندول","El Gandoul","","3463","Délégation de Bir ali Ben Kelifa"
"27692669","Oued Ech-Cheikh","وادي الشيخ","Oued Ech-Cheikh","","3463","Délégation de Bir ali Ben Kelifa"
"27692679","Ouadrane Sud","ودران الجنوبية","Ouadrane Sud","","3463","Délégation de Bir ali Ben Kelifa"
"27692689","Ouadrane Nord","ودران الشمالية","Ouadrane Nord","","3463","Délégation de Bir ali Ben Kelifa"
"27692699","En-Nadhour","الناظور","En-Nadhour","","3463","Délégation de Bir ali Ben Kelifa"
"3464","Delegation of Skhira","معتمدية  الصخيرة","Délégation de Skhira","","34","Gouvernorat de Sfax"
"27692709","Sbih","صبيح","Sbih","","3464","Délégation de Skhira"
"27692719","El Khadhra","الخضراء","El Khadhra","","3464","Délégation de Skhira"
"27692729","Naoual","نوال","Naoual","","3464","Délégation de Skhira"
"27692739","Skhira","الصخيرة","Skhira","","3464","Délégation de Skhira"
"27692749","El Kenitra","القنيطرة","El Kenitra","","3464","Délégation de Skhira"
"27692759","Sidi Mohamed","سيدي محمد","Sidi Mohamed","","3464","Délégation de Skhira"
"27692769","El Hammada","الحمادة","El Hammada","","3464","Délégation de Skhira"
"3465","Delegation of Mahres","معتمدية  المحرس","Délégation de Mahres","","34","Gouvernorat de Sfax"
"27692779","Mahrès","المحرس","Mahrès","","3465","Délégation de Mahres"
"27692789","Mahres Sud","المحرس الجنوبية","Mahres Sud","","3465","Délégation de Mahres"
"27692799","Chaffar","الشفار","Chaffar","","3465","Délégation de Mahres"
"27692809","Sidi Ghrib","سيدي غريب","Sidi Ghrib","","3465","Délégation de Mahres"
"27692819","Aïthet Chelaia","عيثة الشلايا","Aïthet Chelaia","","3465","Délégation de Mahres"
"27692829","Es-Smara","السمارة","Es-Smara","","3465","Délégation de Mahres"
"3466","Delegation of Kerkenah","معتمدية  قرقنة","Délégation de Kerkenah","","34","Gouvernorat de Sfax"
"27692839","El Ataya","العطايا","El Ataya","","3466","Délégation de Kerkenah"
"27692849","El Ramla","الرملة","El Ramla","","3466","Délégation de Kerkenah"
"27692859","Sidi Frej","سيدي فرج","Sidi Frej","","3466","Délégation de Kerkenah"
"27692869","Melita","مليتة","Melita","","3466","Délégation de Kerkenah"
"27692879","El Kalabine","الكلابين","El Kalabine","","3466","Délégation de Kerkenah"
"27692889","En-Najet","النجا ة","En-Najet","","3466","Délégation de Kerkenah"
